"Latest: Time (s)","Latest: Angle (rad)","Latest: Velocity (rad/s)","Latest: Acceleration (rad/s²)"
0,0,0,0
0.05,0,0,0
0.1,0,0,0
0.15,0,0,0
0.2,0,0,0
0.25,0,0,0
0.3,0,0,0
0.35,0,0,0
0.4,0,0,0
0.45,0,0,0
0.5,0,0,0
0.55,0,0,0
0.6,0,0,0
0.65,0,0,0
0.7,0,0,0
0.75,0,0,0
0.8,0,0,-0.00538681867899
0.85,0,0,-0.0700286428269
0.9,0,0,-0.452492769036
0.95,0,-0.00969627362219,-1.9230942684
1,0,-0.0969627362219,-5.51071550861
1.05,0,-0.436332312999,-11.1884223963
1.1,-0.0174532925199,-1.27990811813,-15.1692814
1.15,-0.12217304764,-2.23983920673,-13.2946684998
1.2,-0.261799387799,-2.80222307681,-7.13753474967
1.25,-0.418879020479,-2.96705972839,-0.404011400925
1.3,-0.575958653158,-2.73434916146,3.92160399831
1.35,-0.698131700798,-2.37558703744,4.00240627849
1.4,-0.802851455917,-2.21075038586,1.43289376861
1.45,-0.907571211037,-2.27862430121,-0.409398219604
1.5,-1.02974425868,-2.37558703744,0.16160456037
1.55,-1.15191730632,-2.33680194295,2.19782202103
1.6,-1.27409035396,-2.10409137602,3.31828030626
1.65,-1.36135681656,-1.8810770827,2.21936929575
1.7,-1.44862327916,-1.89077335633,1.1797132907
1.75,-1.55334303427,-1.86168453546,1.91232063104
1.8,-1.64060949687,-1.72593670475,3.33982758098
1.85,-1.72787595947,-1.52231495868,4.70269270676
1.9,-1.79768912955,-1.2217304764,5.21444048127
1.95,-1.85004900711,-0.93084226773,4.26636039376
2,-1.88495559215,-0.756309342531,2.60722024063
2.05,-1.91986217719,-0.70782797442,2.19782202103
2.1,-1.95476876223,-0.678739153553,6.32412512914
2.15,-1.98967534727,-0.465421133865,20.9008564745
2.2,-2.02458193231,0.639954059065,51.4602788404
2.25,-2.02458193231,4.08213119494,89.8305882909
2.3,-1.78023583703,10.6271158899,102.414196725
2.35,-0.977384381117,17.0751378487,56.3730574757
2.4,0.157079632679,18.5101863448,-37.1744357037
2.45,1.16937059884,13.3323762305,-130.791957526
2.5,1.69296937443,3.41308831501,-179.149428807
2.55,1.55334303427,-7.50491578358,-160.05315659
2.6,0.802851455917,-15.1843644924,-80.6729965366
2.65,-0.226892802759,-16.7745533664,26.966414307
2.7,-1.15191730632,-11.8876314608,120.917918887
2.75,-1.60570291183,-2.55011996264,165.423814813
2.8,-1.43116998664,7.41764932098,145.341754778
2.85,-0.733038285838,14.32139614,70.3787860411
2.9,0.244346095279,15.5431266164,-29.9614854926
2.95,1.08210413624,10.7046860789,-116.01591389
3,1.4835298642,1.90046962995,-154.720206098
3.05,1.29154364648,-7.37886422649,-132.510352685
3.1,0.610865238198,-13.526301703,-59.5458936776
3.15,-0.296705972839,-14.2147371301,34.2009117929
3.2,-1.0471975512,-9.37629659266,111.377863007
3.25,-1.37881010908,-1.12476774017,143.116998664
3.3,-1.16937059884,7.34977540562,118.563879125
3.35,-0.506145483078,12.6633333506,48.8584454185
3.4,0.314159265359,12.9154364648,-37.1636620664
3.45,0.994837673637,8.23213630524,-106.481244828
3.5,1.27409035396,0.407243492132,-132.467258135
3.55,1.02974425868,-7.31099031113,-105.409267911
3.6,0.401425727959,-11.8197575455,-38.6611976591
3.65,-0.349065850399,-11.6840097147,40.4388478232
3.7,-0.959931088597,-7.02979837609,101.923996225
3.75,-1.16937059884,0.31028075591,121.63975259
3.8,-0.907571211037,7.22372384853,92.9280090313
3.85,-0.314159265359,11.0731444765,29.4712849928
3.9,0.383972435439,10.5786345218,-43.6116840251
3.95,0.925024503557,5.89533436229,-97.6684094689
4,1.06465084372,-0.93084226773,-111.458665287
4.05,0.802851455917,-7.12676111231,-81.4271511517
4.1,0.226892802759,-10.394405323,-20.4537505241
4.15,-0.418879020479,-9.43447423439,46.7198784029
4.2,-0.872664625997,-4.82874426385,93.2673786081
4.25,-0.977384381117,1.54170750593,101.590013467
4.3,-0.680678408278,7.06858347058,69.5168950524
4.35,-0.13962634016,9.57991833872,11.7648119949
4.4,0.436332312999,8.34849158871,-48.5837176659
4.45,0.837758040957,3.82033180714,-88.0260040335
4.5,0.872664625997,-2.00712863979,-91.473567988
4.55,0.593411945678,-6.84556917727,-59.3142604744
4.6,0.0698131700798,-8.90117918517,-4.69730588808
4.65,-0.453785605519,-7.33038285838,50.2536314563
4.7,-0.785398163397,-2.91857836028,83.2694431399
4.75,-0.785398163397,2.46285350004,82.2513344096
4.8,-0.488692190558,6.68073252569,49.0362104349
4.85,0,8.15456611626,-2.51564432309
4.9,0.471238898038,6.30257785442,-51.2555797306
4.95,0.733038285838,2.04591373428,-77.5594153402
5,0.698131700798,-2.79252680319,-72.5981553368
5.05,0.401425727959,-6.39954059065,-39.6577591148
5.1,-0.0523598775598,-7.40795304735,8.28492712829
5.15,-0.471238898038,-5.38143186032,51.7296197744
5.2,-0.680678408278,-1.26051557088,72.7920808093
5.25,-0.610865238198,3.19977029532,63.7799331593
5.3,-0.296705972839,6.19591884458,29.6652104652
5.35,0.12217304764,6.58376978947,-14.5282499772
5.4,0.471238898038,4.39241195085,-50.9377574286
5.45,0.628318530718,0.601168964576,-66.4464084054
5.5,0.541052068118,-3.38399949414,-55.4357510255
5.55,0.226892802759,-5.90503063591,-22.2421743256
5.6,-0.157079632679,-5.95351200403,19.0046962995
5.65,-0.471238898038,-3.60701378745,51.2178719999
5.7,-0.575958653158,0.106659009844,61.6736870558
5.75,-0.453785605519,3.65549515557,46.7845202271
5.8,-0.13962634016,5.58505360638,13.4347257854
5.85,0.209439510239,5.12932874614,-23.4003403416
5.9,0.453785605519,2.74404543508,-48.9823422481
5.95,0.523598775598,-0.601168964576,-54.8270405148
6,0.383972435439,-3.67488770281,-38.7689340327
6.05,0.0872664625997,-5.15841756701,-7.19140293646
6.1,-0.226892802759,-4.46998213983,26.228420148
